title	tag
Cultural Society at IIT Mandi comprises of Drama Club, UDC(Uhl Dance Company), PMC(Photography and Moviemaking Club), Music Club, Designauts, Art Geeks.	mandi
Drama Club of IIT Mandi is an organisation that comprises of actors, scriptwriters and creatives who have a keen interest in various forms of dramatics and more are eager enough to express themselves. It performs street plays, stage plays, mimes, etc on various events.For more info visit https://wiki.iitmandi.co.in/p/Drama_Club	mandi
Though auditions are held every odd semester that test various skills (acting, voice modulation, etc), but it is always open for those who are enthusiastic and passionate enough. For more info visit https://wiki.iitmandi.co.in/p/Drama_Club	mandi
UDC, (Uhl Dance Crew) is the dance club of IIT Mandi. The club aims to promote the culture and spirit of dance in the college, and motivate all dance enthusiasts to share their talent. We host a variety of workshops, perform flash mobs, and conduct competitions throughout the year. We have brought numerous laurels to the institute. For more info visit https://wiki.iitmandi.co.in/p/UDC	mandi
UDC, (Uhl Dance Crew) is the dance club of IIT Mandi. The club aims to promote the culture and spirit of dance in the college, and motivate all dance enthusiasts to share their talent. We host a variety of workshops, perform flash mobs, and conduct competitions throughout the year. We have brought numerous laurels to the institute. For more info visit https://wiki.iitmandi.co.in/p/UDC	mandi
Applications are open to all those associated with the institute. There are 3 rounds, and the top performers are welcomed to the club. The scoring is done by all the current members of the club.For more info visit https://wiki.iitmandi.co.in/p/UDC	mandi
Applications are open to all those associated with the institute. There are 3 rounds, and the top performers are welcomed to the club. The scoring is done by all the current members of the club.For more info visit https://wiki.iitmandi.co.in/p/UDC	mandi
Photography and Moviemaking Club (PMC) is the official photography and videography club of IIT Mandi. It is one of the most prominent and influential clubs of the cultural society. It conducts several events, workshops and sessions all year round. It has brought numerous laurels to the institute. For more info visit https://wiki.iitmandi.co.in/p/Photography_and_Moviemaking_Club	mandi
Photography and Moviemaking Club (PMC) is the official photography and videography club of IIT Mandi. It is one of the most prominent and influential clubs of the cultural society. It conducts several events, workshops and sessions all year round. It has brought numerous laurels to the institute. For more info visit https://wiki.iitmandi.co.in/p/Photography_and_Moviemaking_Club	mandi
Interested freshers go through an induction in their first semester where various facets of the club are introduced to them through sessions conducted by senior members. It is an open club. For selection in the core team, over the first year the participation in events and contribution is gauged. At the end of the year there is an interview process for coordinator and core team member selection. For more info visit https://wiki.iitmandi.co.in/p/Photography_and_Moviemaking_Club	mandi
Interested freshers go through an induction in their first semester where various facets of the club are introduced to them through sessions conducted by senior members. It is an open club. For selection in the core team, over the first year the participation in events and contribution is gauged. At the end of the year there is an interview process for coordinator and core team member selection. For more info visit https://wiki.iitmandi.co.in/p/Photography_and_Moviemaking_Club	mandi
Music Club of IIT Mandi is an organisation which consists of people passionate about music. It regularly gives performances during major campus events and also conducts many competitions throughout the year. It is committed to help students inculcate and improve their skills in music. For more info visit https://wiki.iitmandi.co.in/p/Music_Club#Selection	mandi
The club conducts auditions each year for new students to join. These auditions are judged by seniors who are part of the club and it is done in an unbiased manner. Every student is tested on the basic music theory. Vocalists are judged by their ability to match and vary scales while instrumentalists are asked to play a piece on their respective instruments. For more info visit https://wiki.iitmandi.co.in/p/Music_Club#Selection	mandi
Designauts is design club of IIT Mandi. The club is open to all students of IIT Mandi. Designauts focuses mainly on Graphic designing but is working successfully on including other forms of design such as Ui/Ux design, Animation, and 3d modelling. The club is all about learning together and also, encourages self learning, because of the unlimited designing styles. For more info visit https://wiki.iitmandi.co.in/p/Designauts#Selection	mandi
The club is open to everyone. Everyone who joins the club learns from scratch. Selection for core team, is open to all students from 2nd, 3rd and 4th year. The selection will be made on the basis of their designing knowledge, club activity and passion to help the club become better. For more info visit https://wiki.iitmandi.co.in/p/Designauts#Selection	mandi
Art Geeks is the official art club of IIT Mandi. It is the heart of creativity in the college. In a short span, it has successfully established its identity in the college. Each year the club is responsible for new and innovative ways of promoting the art culture in the college. For more info visit https://wiki.iitmandi.co.in/p/Art_Geeks	mandi
The club is open to all. There is no required skill level or mastery of any art form required, we will explore, learn and express together showing off your creativity giving all an equal chance to leave a lasting memory in your minds and the institute. Selection for core teams is open to all members except college freshmen and is done on the basis of their performance and involvement with the club in the previous year. For more info visit https://wiki.iitmandi.co.in/p/Art_Geeks	mandi
The Research Society at IIT Mandi comprises of SCRI,IEEE,ACM,ACM-W.	mandi
Society for Collaborative Research and Innovation (SCRI) is a platform to provide good opportunities for students of any field or Discipline and it gives exposures to Interdisciplinary Research areas. For more info visit https://wiki.iitmandi.co.in/p/SCRI	mandi
The Institute of Electrical and Electronics Engineers, or IEEE, is a technical professional organisation. While it has electrical and electronics engineering at its core, it’s composed of engineers, scientists and other professionals, who have interests in electrical and computer sciences, engineering, and varied, but related disciplines. It’s dedicated to fostering technological innovation and excellence for the benefit of humanity. It does so by sponsoring conferences, publishing transactions, journals, and magazines, developing standards, and through its educational programs. It’s the largest professional association in the world. For more info visit https://wiki.iitmandi.co.in/p/IEEE	mandi
The Student Chapter of the Association for Computing Machinery (ACM) is a supportive community where computing helps solve tomorrow’s problems – where we use our knowledge and skills to advance the profession and make a positive impact.For more info visit https://wiki.iitmandi.co.in/p/ACM	mandi
The student chapter of Association for Computing Machinery for Women (ACM-W) is one of the most recently started clubs of IIT Mandi. It has been officially established at IIT Mandi in 2020 and we are now a part of ACM-W's global community which supports, celebrates and advocates for women in computing. For more info visit https://wiki.iitmandi.co.in/p/ACM-W	mandi
The Academic Society comprises of UG Academic Council and the Senate. 	mandi
The UG Academic Council is an informal academic body, which accounts for the smooth communication between the Academic Affairs Secretary and other students. Though not a formal body, together with the Academic Affairs Secretary they are on a path of making Academics at IIT Mandi more and more glorious. Currently the Council is an informal one, and the Academic Affairs Secretary is working towards formalizing this concept.	mandi
The Senate is the topmost decision making body of the institute, having student representatives as a few of its members. All the important decisions concerning the institute's academic matters are implemented only after the approval of the Senate. The Director of the institute acts as the ex-officio Chairman of the Senate. The student members in the Senate are the Academic Affairs Secretary, the General Secretary and the Research Secretary.	mandi
Physical education and sports section, IIT Mandi, coordinates all the sports activities and gives special attention to interested students by providing them with well-experienced coaches and adequate facilities. Players are trained very systematically by well-trained coaches and are encouraged to participate in various inter-college and intra-college tournaments, the most significant one being the annual students' Inter-IIT Sports Meet.Sports society is run by a number of students alongside the faculty and staff members. The student sports council is led by the Sports Secretary of Student Gymkhana. It comprises men/women Game coordinators for respective games, men/women Overall coordinators for UG and PG, and Web and Content coordinators. Staff and faculty members of the sports society comprise groundsmen, sports office employees, game coaches, physical training instructor, principal sports officer, sports co-advisor, and sports advisor. The 11 major games which are a part of the sports society are Athletics, Badminton, Basketball, Chess, Cricket, Football, Hockey, Lawn Tennis, Table Tennis, Volleyball, and Weight Lifting. The Mountain Biking Club is a part of the Sports Society.	mandi
Hiking and Trekking Club(HnT) is an adventure club which helps students explore the beauty of the Himalayas by conducting treks to various places in and outside of Himachal Pradesh. This is a growing club and at present has hundreds of members. The club provides a platform for adventure enthusiasts to experience the untouched beauty of Himachal Pradesh. This club is comprised of students, faculty and the institute staff. The club occasionally also conducts cleanliness drives at the places it visits. For more info visit https://wiki.iitmandi.co.in/p/Hiking_and_Trekking_Club	mandi
New students can choose to be a part of the club in their first semester. Coordinators of the club are choosen by the members of the club through an election process. Coordinators choose the core team of the club based on previous participation and interviews. The core team of the club is subdivided into teams that manage different areas. For more info visit https://wiki.iitmandi.co.in/p/Hiking_and_Trekking_Club	mandi
There are good number of the hotels in the Mandi in various ranges suitable for all.Some hotels provide dinning facility but some not.There are some good restaurants and some hygienic dhabhas also.	mandi
Mess is good and hygienic. You will be provided breakfast, lunch, a light meal in evening and dinner.The food is tasty and lots of variety is given daily.The timing of the mess is according to schedule.The menu is decided by hostel mess Secretary which is chosen by you among selves.	mandi
The breakfast consist of dosa,various types of parathas with curd and butter, bread omlete, bread jam, alloo puri, pohaa etc	mandi
In lunch you will be provided daal, curd, rayta, rice, manchurian, non-veg(chicken), egg curry, paneer, chole bature, curry and other stuff.	mandi
The light meal in the evening consist of the samosas, french fries, shakes, pakore, chowmin etc.Tea is served in both breakfast and supper. Sometimes milk is also served in the breakfast.	mandi
The timing of the mess is according to schedule.The menu is decided by hostel mess Secretary which is chosen by you among selves.	mandi
On the IIT-Mandi campus, students, faculty and staff eat their main meals at one of two mess halls in each campus. In south campus there are Cedar Mess (D1) and Maple Mess (D2), and in the north campus there are oak mess and pine mess.	mandi
There are canteens, which are like food stalls, and food counter. The counter is in the D1 mess where u can find sandwiches, dumplings, and various desserts.There are serveral canteens in both the campuses. One bite is in north campus with a variety of things to eat.	mandi
D2 Mess has a canteen underneath the main eating area where many students go for omelettes, sandwiches, and late night desserts. In addition there are two more canteens at other locations on campus that serve a variety of foods including fried chicken, eggs, noodles, pizzas, burgers, shakes and a lot of traditional Indian cuisines also.	mandi
Students can go to the provision store on campus and purchase different packaged snacks and beverages, or they can buy fresh fruit and vegetable from a stand along the main campus road.	mandi
IIT Mandi has instituted a mess committee that consists of students from each year. All committee members are elected, and there is one member elected from each hostel on campus. This committee is responsible for managing the menu for the mess halls. They communicate with the mess contractor to choose dishes that taste good and use ingredients that fall within the contractor’s budget.	mandi
The mess committee sends out a monthly survey to students about food quality and the overall mess experience and takes strict action against the vendors if the find something wrong.	mandi
The best rated restaurants involving both vegetarian and non vegetarian options are listen below in decreasing rating Chawlas2, Emaho Café, Food Point, Kora Community Cafe, Raj Mahal Palace, AM PM Resort, Copacabana Bar & Restaurant, Mayur Dhaba, Black Pepper, Hotel Highway Treat, The Treat Restaurant, Bogchi, Ashoka dhaba.	mandi
With over 140 jobs offers made in total (including PPOs), IIT Mandi witnessed a more than a 50 per cent increase in the average salary offered by companies compared to last year in 2020.	mandi
During the previous year's (2018-2019) placement drive, the highest CTC stood at Rs 40 LPA and the average CTC stood at Rs 13.4 LPA	mandi
Some of the top companies that showed their participation in this year's final placements include HPCL, Microsoft, Amazon, CodeNation, Goldman Sachs, DE Shaw, Service Now, Codenation, Razopay, Oyo Rooms, Publicis Sapients, BOSCH, Tonichi Insatsu, SMS Data Tech, Works Appliction, GMO Research, Vehant, Samsung Delhi, TCS, LTI, Byju's Sigmoid, Mathworks, Internet Academy, IBM India, Truring, eClerx, Marvel Semiconductors, OLX, Decision point, HSBC technology and L&T. 	mandi
The prominent sectors in which PPOs were made during 2019-20 were Software Development and Analytics.	mandi
Companies that offered PPOs during 2019-20 was 13 compared to 10 in 2018-19.	mandi
The institute provides facilities and services in the form of training sessions and workshops to prepare students for the placement seasons. Some of the facilities conducted for students include resume making, communication skills, presentation skills, interviewing skills, problem solving skills, case workshops and mock placements tests.	mandi
The placement drive 2020 included a total of around 10 start-ups such as OLX People, Signalchip Innovations Pvt Ltd, Sigmoid, Agnext Technologies Pvt. Ltd, Toppr, etc. 	mandi
A total of around 10 international offers were made at IIT Mandi 2020 placement drive	mandi
IIT Mandi Placements 2020: Branch wise trends: A total of 57 students were placed from the CSE branch, followed by EE and ME branches. The lowest no. of students placed were from CE branch.	mandi
IIt mandi completed its 2020 placements drive by hosting around 80 companies. Around 101 students were placed out of 147 eligible student. The remaining 46 students pursued to prepare for civil service examination while a few other went for higher studies or startup/business opportunities. 	mandi
Mircosoft emerged as the star recuriter by providing over 11 placements offers for 2020 placements.	mandi
Placements rate: The highest share of 2020 placement went to computer science and engineering with 98.28% of students placed followed by, Electrical Engineering, Mechanical Engineering and Civil Engineering. In 2019, the institute had a placement record of 81% whereas in 2020 85% of students were recruited during campus placement. 	mandi
Average Package of CSE revolves around 10-11 Lakh. For other branches, it decreases progressively, comes to about 6.5-7 Lakhs. Highest domestic package recorded was Rs. 40 LPA and highest International Package offered was by Google, which stood at Rs. 1.06 Crores.	mandi
Quick links:  https://www.shiksha.com/college/iit-mandi-indian-institute-of-technology-33322/questions, http://research.iitmandi.ac.in/main/placements/index.php,	mandi
IITMandi offers Bachelor of Technology in Civil Engineering, Computer Science & Engineering, Electrical Engineering, Mechanical Engineering, Engineering Physics, Data Science and Engineering and B.Tech-M.Tech Integrated Dual Degree in Bioengineering.	mandi
Please refer to http://iitmandi.ac.in/academics/scholarship.php for institute offering scholarships, and for government offered scholarships, refer to http://scholarship.gov.in.	mandi
Please refer to http://iitmandi.ac.in/academics/scholarship.php for institute offering scholarships, and for government offered scholarships, refer to http://scholarship.gov.in.	mandi
All SC/ST students are exempted from payment of tuition fees in accordance with the rules framed by the Government of India.	mandi
All female students in the first year of B.Tech will get a complete tuition fee waiver and a scholarship of Rs.1000 per month for 10 months.	mandi
IIT Mandi offers scholarships to economically backward General and OBC students.	mandi
There is a full waiver in tuition fee for students with family income less than Rs.1,00,000 per annum and there is a 2/3rd remission for students with family income more than Rs.1,00,000 and less than Rs.5,00,000 per annum.	mandi
To avail General/OBC scholarship, a student must submit valid family income certificate along with notarized Affidavit.	mandi
Affidavit is available at https://www.iitmandi.ac.in/hn/academics/files/scholarships/affidavit.pdf.	mandi
Fees can be paid at http://iitmandi.ac.in/academics/fees.php.	mandi
Each academic session is divided into two regular semesters: an Odd Semester (normally August-November) and an Even Semester (normally February-June).	mandi
There are two vacation semesters (Winter & Summer) and follows a Senate approved schedule of academic activities.	mandi
The duration of the B.Tech. program will be minimum 8 semesters and maximum 12 semesters.	mandi
B.Tech (Honours) is awarded to student who successfully complete 172 (160+12 Extra)  credits in their B.Tech programme.	mandi
One can opt for B.Tech. (Honours) at the end of the fourth or fifth semester of B.Tech. program.	mandi
Minimum required credits for any branch of B.Tech programme is 160.	mandi
Minimum credits required for Honours in B.Tech is 172.	mandi
L-T-P-C is the credit system defined for each course.	mandi
The numbers corresponding to L, T and P denote the contact hours per week for Lecture, Tutorial and Practical/Practicum respectively, and that of C denotes the total number of credits for that course in a semester.	mandi
A faculty member will be assigned to students branch-wise to help the students in planning their courses of study and for getting general advice on the academic program.	mandi
Class Committee is a body consisting of faculty and students to monitor the conduct and progress of a set of courses in a semester.	mandi
IIT Mandi offers a very liberal branch change policy.	mandi
Students with at least 8.0 CGPA are eligible for branch change subject to the condition that strength of any branch shall not change by more than 50percent and strength of any branch shall not fall below 20.	mandi
Branch change applications are considered strictly on basis of merit established by CGPA.	mandi
Ragging is strictly prohibited in our institute, for more information regarding anti-ragging regulations please refer to http://students.iitmandi.ac.in/files/ugc_anti-ragging_regulations.pdf. 	mandi
Fortunately, no ragging practice has been reported in the history of our institute.	mandi
Generally, the minimum attendance requirement of a course is 70%.	mandi
Assessment procedures vary from subject to subject which is decided by the course instructor and the same informed to the student after first CCM.	mandi
Our institute has a letter grading system.	mandi
Grade point values of O, A, B, C, D, E and F are 10, 9, 8, 7, 6, 4 and 0 respectively.	mandi
I grade stands for INCOMPLETE, which changes into some letter grade in the first month of subsequent regular semester.	mandi
Academic office communicate results through E-mail or OAS portal.	mandi
SGPA indicates student’s performance in any particular semester whereas CGPA indicates cumulative performance upto any time in the course of a student's programme.	mandi
A minor is intended for a student to gain expertise in an area outside his/her major B.Tech. discipline.	mandi
A student is allowed to take any number of Minors.	mandi
Semester exchange offered by IIT Mandi allows students to take one or two semester(s) from the institutions with whom IIT Mandi has an MoU for such visits.	mandi
Semester exchange limits to condition that visit will not be allowed during the final (normally eighth) semester and some of the signature courses of IIT Mandi such as Reverse Engineering, Design Practicum, ISTP, and any others( that are notified from time to time) must be completed at IIT Mandi.	mandi
The students are required to do an industrial internship in India for a minimum period of 6 weeks, during the winter vacation following the 5th semester or any subsequent vacation before the final semester and the internship must be done in a technology oriented public/private sector company/industry or in reputed research organizations, such as CSIR, DRDO or BARC. 	mandi
Courses remain same for every branch for the first year which include Electrical systems around us, Computing and Data Science, Mathematics, Reverse Engineering, Graphics for Design, English, German, Applied electronics, Engineering Thermodynamics, etc .	mandi
Ubuntu is a Linux-based operating system. It is designed for computers, smartphones, and network servers. The system is developed by a UK based company called Canonical Ltd. All the principles used to develop the Ubuntu software are based on the principles of Open Source software development.	mandi
There is no requirement to use ubuntu, but it is preffered to use Ubuntu/Mac-os over Windows because they are linux-based os and is more flexible than windows.Thats why most of the companies ask their employees to use these operatin systems.	mandi
Yes u can dual-boot Ubuntu and windows on a same machine. Here is a link https://www.tecmint.com/install-ubuntu-alongside-with-windows-dual-boot/ and if u still have any problem or doubt u can ask it in Kammand Propmt https://www.facebook.com/groups/KamandPrompt/?multi_permalinks=1707713859401575	mandi
Here is a link https://www.tecmint.com/install-ubuntu-alongside-with-windows-dual-boot/ and if u still have any problem or doubt u can ask it from any memeber of Kammand Propmt https://www.facebook.com/groups/KamandPrompt/?multi_permalinks=1707713859401575	mandi
Check this documentation for Ubuntu https://ubuntu.com/tutorials/ and if u want to learn the basic linux commands visit https://ubuntu.com/tutorials/command-line-for-beginners#1-overview/	mandi
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
	 
